Title,Created Date,smokeTests_certificate,sanity_sanityTests_certificate,regressionTests_certificate,useCaseTesting_certificate,endToEnd_systemTests_certificate,uatTest_certificate,databaseTests_certificate,serviceTesting_certificate,loadTests_certificate,stressTests_certificate,spikeTests_certificate,volumeTests_certificate,TipoDeEjecucionCertificate,automatedFunctionality_certificate,candidateToAutomate_certificate,loadTestsExecuted_certificate,loadingScript_certificate,loadTestingCandidate_certificate,executionEnvironment_certificate,Tipo de Incidente,Esfuerzo_certificate,unitTestingDevelopment_certificate,integrationTestingDevelopment_certificate,closedTests_certificate,critical_highBugs_certificate,opinion_certificate,EVC_CelulaCertificate,Enviroment
CERTI - A18 - THE COLLECTORS: Automatización de requerimientos Automatizacion SAC,05/06/2023,F,F,F,T,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Actívate 18/The Collectors,
CERTI - A18 - ESCUADRON 18: Flujo de cambios de estados,05/06/2023,F,F,F,F,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,5,T,T,T,F,Satisfactorio,Actívate 18/Escuadrón 18,
CERTI - BIOMETRIA: Toma de prueba de vida,05/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,0,T,T,T,T,,Otro,
CERTI - SEGUROS - SEG DEVELOPER: Configuración de Productos Nuevos BS,05/06/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,8,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Seguros,
CERTI - CICLO DE CREDITO - FABRICA: Modificación de pantalla del módulo de LME y Carga Masiva.,06/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - A18 - THE COLLECTORS: Reporte pagos del día anterior,06/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Express,2,T,T,T,T,,Actívate 18/The Collectors,
CERTI - CICLO CRÉDITO - MANTENIMIENTO PA: Pre-autorizar compra y venta de divisas-Equipo de negociacion de divisas ,07/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Ciclo de Crédito/Mantenimiento Producto Activo,
CERTI - CANALES - CANALES DIGITALES: Creación de Grupo: Instrumentación FHA-HIP en SGR Áreas,07/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Canales Digitales,
CERTI - PROYECTOS VARIOS - ALIADOS: Consulta de información de la tarjeta,07/06/2023,F,F,F,T,T,F,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,9,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - A18 - GÉNESIS: CC - CUN Orquestador (Aprobados en BOF3),07/06/2023,F,F,F,F,F,T,F,T,T,F,F,F,Manual,F,F,T,T,T,QA,Evolutivo,7,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - CICLO CRÉDITO - MANTENIMIENTO PA: Revision de Contabilidad de cheques caducados,07/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Ciclo de Crédito/Mantenimiento Producto Activo,
CERTI  - CANALES - MEDIOS DE PAGO- MERCADEO/MERCADEO: Efecto BAM Bono 14,08/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI - TRANSACCIONAL - LA ACADEMIA: Certificacion version de java 8u371,08/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,F,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
CERTI - A18 - ALPHA: Modificación de procesos de tarjetas,08/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Iniciativa,2,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - CICLO DE CREDITO - MANTENIMIENTO PA: Marcación de créditos reestructurados y cancelados de Crédito Fácil COBIS,08/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Ciclo de Crédito/Mantenimiento Producto Activo,
CERTI - A18 - GENESIS: Adición Campos - Consulta SIB,08/06/2023,F,F,F,F,F,T,F,T,T,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,7,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERT - CANALES-MEDIOS DE PAGO - MERCADEO/ QUE EXPLOTA: Mejora al proceso registro token para TD,08/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - TRANSACCIONAL - LA ACADEMIA: Mantenimiento pantalla Tipo de Cambio,09/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,F,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
"CERTI - CANALES - MEDIOS DE PAGO - MERCADEO/ QUE EXPLOTA: SGR 659,103 Reportería Proyecto Andes",09/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - CANALES - MEDIO DE PAGO - MERCADEO / MERCADEO: Mejoras en diseño ,12/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,4,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI - BEG 18 - NOMIMA PPR: Pruebas y certificación corrección casos reversión ADI en POS cuentas de ahorro,12/06/2023,F,F,F,T,F,T,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Express,6,T,T,T,F,Satisfactorio,Beg 18/Nómina PPR,
CERTI - CANALES - MEDIOS DE PAGO - MERCADEO/ CANALES DIGITALES: modificar el parámetro de montos en el código BAM0080,12/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Canales Digitales,
CERTI - PROYECTOS VARIOS - ALIADOS: Respuesta a Producto,12/06/2023,F,F,F,T,T,F,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,14,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - SEGUROS - SEG DEVELOPER: Creacion correlativos BS VC 24 y 36 Meses ,12/06/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,6,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Seguros,
CERTI - TRANSACCIONAL - ANDROMEDA/DEPOSITO: CARGA Y REBAJA DE CHEQUERAS EN FORMA AUTOMATICA (CONTABILIDAD) EN TADMIN  ,12/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,5,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - TRANSACCIONAL - ANDROMEDA/DEPOSITO: Generar Boleta Digital,13/06/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,5,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
"CERTI - CLIENTE: Impresión del Formulario de Registro de Firmas, correspondientes a las actividades",13/06/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - TRANSCACCIONAL - NEW CORE: Efectivo Fácil UrbaTerra,13/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,2,T,F,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CERTI - A18 - THE COLLECTORS: Modificaciones para mostrar saldo mínimo los días de corte de tarjetas de crédito,13/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Express,1,T,T,T,T,,Actívate 18/The Collectors,
CERTI - TRANSACCIONAL - LA ACADEMIA: Mejoras en la validación de información del Cliente en E2E,14/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,F,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
CERTI - BEG 18 - TRANSACCIONAL: Trazabilidad de transferencia a cuentas propias,14/06/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,30,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - TRANSACCIONAL - ANDROMEDA/SEGUROS: Cancelaciones automáticas cuentas AHO_MON,14/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - A18 - ALPHA: Captura de datos de los distintos tipos PEP en herramienta web,15/06/2023,F,F,F,T,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,10,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - TRANSACCIONAL - NEW CORE: Afiliación Cobro por cuenta Ajena Anacafe,15/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,3,T,F,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CERTI - A18 - ALPHA: Capturar teléfono celular al crear un cliente nuevo,15/06/2023,F,T,F,F,T,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,6,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI-A18-ALPHA: Capturar correo electrónico al crear un cliente nuevo desde generación de tarjeta de crédito,15/06/2023,F,T,F,F,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,6,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI -  A18 - ALPHA: Registrar correo electrónico de cliente existente al generar una nueva TC,15/06/2023,F,F,F,F,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,7,T,T,T,T,,Actívate 18/Alpha,
CERTI - A18 -ALPHA: Modificar el registro de teléfono del cliente existente en la generación de TC ,15/06/2023,F,F,F,F,T,T,T,T,F,F,F,F,Manual,F,T,F,F,F,QA,Evento,7,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - CLIENTE: Modificacion en descripcion de mensaje,15/06/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,F,F,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - ACELERADORA - CANAL PERSONAS: QA - SmokeTest Unitransacción SVP - Beg18,15/06/2023,T,T,F,F,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Soporte estructural,4,T,T,T,T,Satisfactorio,Aceleradora/Pasivas,
CERTI - CANALES - MEDIOS DE PAGO - MERCADEO/MERCADEO: Mejoras en diseño ,16/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,3,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
"CERTI - SEGUROS - SEG DEVELOPER: Facturar los meses finales del Ap. Multi CC de la vigencia 2022-2023 (junio, Julio y agosto). ",16/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - BEG 18 - TRANSACCIONAL: Desarrollo Terceros Trazabilidad ,16/06/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,T,Desarrollo,Evolutivo,42,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - A18 -ALPHA: Modificar Banco IN,16/06/2023,F,F,F,F,T,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,10,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - BIOMETRÍA: Generar id session experiencia biométrica,16/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,0,T,T,T,T,,Otro,
CERTI - BIOMETRÍA: Almacenar imágenes expediente biométrico ,16/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Express,0,T,T,T,T,,Otro,
CERTI - CICLO DE CREDITO - CIIENTE MAS ORIGINACION: 353  Parametrizar orígenes de venta de preferencial en el módulo de desembolsos de fábrica,16/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,F,F,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - A18 - THE COLLECTORS: Generación nueva interfaz próxima cuota ,19/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Express,1,T,T,T,T,,Actívate 18/The Collectors,
CERTI - MEDIOS DE PAGO - CANALES FISICOS - Modificación de límite de transacciones en pagos de remesa.,19/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de pago - Mercadeo/Canales Físicos,
CERTI - A18 -ALPHA: Incluir Tarjeta aliados a Fabrica de tarjetas,19/06/2023,F,F,F,F,T,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,20,T,F,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - A18 - THE COLLECTORS: Excluir del proceso de recolección de moras a los plásticos que no están vigentes,19/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Express,2,T,T,T,T,,Actívate 18/The Collectors,
CERTI - PROYECTOS VARIOS - BIOMETRIA: flujo de captura de documento DPI.,20/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,0,T,T,T,T,,Otro,
CERTI - PROYECTOS VARIOS - BIOMETRIA: Persistir en bitacora momentos front,20/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,0,T,T,T,T,,Otro,
CERTI - PROYECTOS VARIOS - BIOMETRIA: Flujo Autenticación ,20/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,0,T,T,T,T,,Otro,
CERTI - PTD - CANAL EMPRESAS: Módulo de Transferencias a terceros Bam uno a uno y múltiples - APP y WEB,20/06/2023,F,F,F,T,T,F,T,F,F,F,F,F,Manual,F,T,F,T,T,QA,Evolutivo,350,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
"CERTI - PTD - CANAL EMPRESAS: Módulo de Pago de planilla uno a uno, múltiple y masivo - WEB",20/06/2023,F,F,F,T,T,F,T,F,F,F,F,F,Manual,F,T,T,T,T,QA,Evolutivo,227,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Módulo de Cheques individuales y masivos - WEB,20/06/2023,T,T,T,T,T,F,T,F,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,267,T,T,T,T,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Módulo de Pago de impuestos BancaSat - WEB,20/06/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,134,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Pago de Declaraguate - WEB,20/06/2023,F,F,F,T,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,224,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - EVOLUCION INTERNA - SPARTANS/LA CUADRA: HU - 03 - Corregir la asignación tipología FHA a los testimonios ,21/06/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - EVOLUCION INTERNA - SPARTANS/LA CUADRA: Corrección de Error Correlativo que se genera “No. Actualizaciones”,21/06/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,7,T,T,T,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - PROYECTOS VARIOS - BIOMETRÍA: Comparación de imágenes ,21/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,0,T,T,T,T,,Otro,
CERTI - PTD - CANAL EMPRESAS: Mejora PDFs incluir un disclaimer de su validez - WEB,22/06/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,289,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - BEG 18 - ECOCISTEMA: Pruebas QA Api Categoría,22/06/2023,F,F,F,T,F,F,F,T,F,F,F,F,Manual,F,T,F,F,T,QA,Express,39,T,T,T,F,Satisfactorio,Beg 18/Nómina Ecosistema,
CERTI - PROYECTOS VARIOS - BIOMETRÍA: Flujo registro WEB,22/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,0,T,T,T,T,,Otro,
CERTI - CICLO DE CREDITO - MANTENIMIENTO PA: Verificador de transferencias/Verifica la apertura ,22/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Ciclo de Crédito/Mantenimiento Producto Activo,
CERTI -  PROYECTOS VARIOS - ALIADOS: Transacción de cargo,22/06/2023,F,F,F,T,T,F,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,14,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - ACELERADORA - CANAL PERSONAS - Validación de Taggs_WEB,22/06/2023,T,F,T,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,72,T,T,T,F,Satisfactorio,Aceleradora/Canal Personas,
CERTI - PROYECTOS VARIOS - BIOMETRÍA: Integración de Renap,23/06/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,0,T,T,T,T,,Otro,
CERTI - PTD - CANAL EMPRESAS:   Módulo de Transferencias a terceros ACH - WEB y APP,23/06/2023,F,F,F,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,314,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - TRANSACCIONAL - NEW CORE:  Efectivo Facil IMSAA,23/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,T,QA,Express,2,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CERTI - TRANSACCIONAL - NEW CORE:  Cobro por Cuenta Ajena Colegio ENA,23/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,2,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CERTI - A 18 - ALPHA: Modificaciones en SAC ,26/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,2,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - CANALES - MEDIOS DE PAGO- MERCADEO/ QUE EXPLOTA: Modificación de los filtros del script que genera el reporte “Extrafinanciamiento con bloqueos sin filtros”.,26/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - BEG 18 - TRANSACCIONAL: Trazabilidad pago a proveedores con validación y cuenta cabecera,27/06/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,7,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - CICLO DE CREDITO - MANTENIMIENTO PA: Cargas de tasas LIP,27/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Ciclo de Crédito/Mantenimiento Producto Activo,
CERTI - Evolución Interna - Administración más Talento Humano - Automatizar la actualización de los usuarios en el Directorio Activo,27/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,F,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - EVOLUCION INTERNA - Administración + Talento Humano - WS Acsel - Campo Función ,27/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,F,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - PTD - CANAL EMPRESAS:   Módulo de Transferencias desde otros bancos (débitos ACH) uno a uno y múltiple - WEB y APP,27/06/2023,T,T,T,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,0,T,T,T,T,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Módulo de transacciones programadas - WEB,27/06/2023,T,F,T,T,T,F,T,F,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,0,T,T,T,T,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS:  Módulo de pago de TDC propias uno a uno y múltiples - WEB y APP,27/06/2023,T,F,T,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,0,T,T,T,T,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS:  Módulo de pago de TDC de Terceros Bam uno a uno y múltiples - WEB y APP,27/06/2023,T,F,T,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,0,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
"CERTI - PTD - CANAL EMPRESAS:  Módulo de transferencias internacionales uno a uno, múltiples y masivo - WEB y APP",27/06/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,0,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Módulo de favoritos Internacionales - WEB,27/06/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,0,T,T,T,F,,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Módulo de gestión de usuarios en - MAC,27/06/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,0,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS:  Módulo de administración de TDC - WEB,27/06/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,0,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Módulo de administración de TDD - WEB,27/06/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,0,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Módulo de pago de servicios - WEB y APP,27/06/2023,F,F,F,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,408,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS:  Extrafinanciamiento retiro a cuotas - WEB,27/06/2023,T,F,T,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,0,T,T,T,T,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Adelanto en efectivo - WEB,27/06/2023,T,F,T,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,0,T,T,T,T,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Módulo de administración de efectivo fácil - MAC,28/06/2023,T,F,T,T,T,F,T,F,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,0,T,T,T,T,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Módulo de pago de efectivo fácil masivo - WEB,28/06/2023,T,F,T,T,T,F,T,F,F,F,F,F,Manual,F,T,F,F,T,QA,Evolutivo,0,T,T,T,T,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - A18 - GÉNESIS: HU Archivo S3 Ingesta Bitácora de Originación,28/06/2023,T,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,5,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - ACELERADORA - CANAL PERSONAS: Implementación de banner con oferta de extrafinanciamiento,28/06/2023,F,F,T,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,25,T,T,T,T,Satisfactorio,Aceleradora/Canal Personas,
CERTI - TRANSACCIONAL - LA ACADEMIA: Devolucion de Comision Efectivo movil,28/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
"CERTI - TRANSACCIONAL - LA ACADEMIA: 662713 - Revisión y corrección con los Depósitos DM Agentes Bancarios en los EC Físicos, Digitales y BAMnet",28/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,2,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
CERTI - DEPÓSITOS-TRANSACCIONAL-SEGUROS - ANDROMEDA: Modificación en descripción sistema SICOIN,28/06/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - MEDIOS DE PAGO - QUE EXPLOTA: Ejecutar la generación del reporte de tarjetas de débito aprovisionadas en Apple pay.,28/06/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - BEG 18 - TRANSACCIONAL: Trazabilidad pago a proveedores con validación sin cuenta cabecera,28/06/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,7,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - BEG 18 - TRANSACCIONAL: Trazabilidad pago a proveedores sin validación con cuenta cabecera,28/06/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,7,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
