Title,Created Date,smokeTests_certificate,sanity_sanityTests_certificate,regressionTests_certificate,useCaseTesting_certificate,endToEnd_systemTests_certificate,uatTest_certificate,databaseTests_certificate,serviceTesting_certificate,loadTests_certificate,stressTests_certificate,spikeTests_certificate,volumeTests_certificate,TipoDeEjecucionCertificate,automatedFunctionality_certificate,candidateToAutomate_certificate,loadTestsExecuted_certificate,loadingScript_certificate,loadTestingCandidate_certificate,executionEnvironment_certificate,Tipo de Incidente,Esfuerzo_certificate,unitTestingDevelopment_certificate,integrationTestingDevelopment_certificate,closedTests_certificate,critical_highBugs_certificate,opinion_certificate,EVC_CelulaCertificate,Enviroment
CERTI - A18 - ALPHA: Transaccion de Pago Jteller,08/08/2023,F,F,F,T,T,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,12,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - ACELERADORA - PASIVAS: Descargar estado de cuenta de cuentas de depósito monetario en formato PDF App,08/08/2023,T,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,26,T,T,T,F,Satisfactorio,Aceleradora/Canal Personas,
CERTI - EVOLUCION INTERNA - SPARTANS/LA CUADRA: Generación de etiquetas de TC Cancelados,09/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
"CERTI - CANALES - MEDIOS DE PAGO - MERCADEO/ MERCADEO: Colocar bandera en Contentful, en las páginas tipo producto y página completa para habilitar o deshabilitar una página",09/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,4,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI - TRANSACCIONAL - NEW CORE: Mejoras en reporte de cheques de cash car,10/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,12,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CANALES - MEDIOS DE PAGO - MERCADEO - CANALES DIGITALES: Creacion de nuevo formulario de FHA,10/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,5,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Canales Digitales,
CERTI - BEG 18 - NOMIMA PPR: Certificación QA pantalla mantenimiento etiquetas NF,10/08/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Beg 18/Nómina PPR,
CERTI - BEG 18 - NOMIMA PPR: Certificación QA reporte NF,10/08/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Beg 18/Nómina PPR,
"CERTI - CANALES - MEDIOS DE PAGO - MERCADEO / CANALES FISICOS:: Modificación de Campo de ""Código de empleado” en Jteller",10/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de pago - Mercadeo/Canales Físicos,
CERTI - MEDIOS DE PAGO: Mejoras a la pantalla de creación masiva de TD.,10/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - A18 -  ALPHA Proyecto Aliados (Krezco),10/08/2023,F,F,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Express,12,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
CERTI - A18 - ESCUADRON: Viajero Frecuente ,10/08/2023,F,F,F,F,F,F,T,T,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,10,T,T,T,F,Satisfactorio,Actívate 18/Escuadrón 18,
CERTI - A18 - ESCUADRON 18: Lambda Actualiza solicitud Viajero Frecuente,10/08/2023,F,F,F,F,F,F,T,T,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,25,T,T,T,F,Satisfactorio,Actívate 18/Escuadrón 18,
CERTI - DEPOSITOS - TRANSACCIONAL - SEGUROS / ANDROMEDA DEP: Determinar el origen de los fondos en apertura de PP,10/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,10,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - EV. INTERNA - LA CUADRA:  Consulta Masivas-nuevas columnas y filtros avanzados,10/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,12,T,T,T,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - CICLO CRÉDITO - MANTENIMIENTO PA: 001-Modificación de filtros que genera el reporte “Reporte de Créditos Reestructurados”.,10/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Ciclo de Crédito/Mantenimiento Producto Activo,
CERTI - BEG 18 - Nomina Ecosistema : Api Términos y condiciones proyecto ecosistema,11/08/2023,F,F,F,T,F,F,F,T,F,F,F,F,Manual,F,T,F,F,T,QA,Express,18,T,T,T,F,Satisfactorio,Beg 18/Nómina Ecosistema,
"CERTI - CICLO CRÉDITO - Clientes y Originación:  Gshock - Crédito Fácil, ",11/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,12,F,F,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - TRANSACCIONAL - ANDROMEDA DEP:  Rehabilitación Ahorro plus s/ interés diario,11/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - A18 - ESCUADRON: Contenedor de Enrola Viajero Frecuente,11/08/2023,F,F,F,F,T,F,T,T,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,20,T,F,T,F,Satisfactorio,Actívate 18/Escuadrón 18,
CERTI - TRANSACCIONAL - ANDROMEDA SEGUROS: Modificación de Campo código de empleado Escritorio bam,11/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Seguros,
CERTI - TRANSACCIONAL - LA ACADEMIA:  Eliminar pantallas a módulo H2H,14/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,F,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
"CERTI - CICLO DE CREDITO - CLIENTES MAS ORIGINACION: En fabrica de tarjetas de crédito, permita seleccionar a los terceros originadores de fondos (Persona individual o juridica) ",16/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,2,F,F,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CICLO DE CREDITO - MANTENIMIENTO PA: Mantenimiento Bloqueo de Pago en canal de Agencias LCCA,17/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,5,T,T,T,F,Satisfactorio,Ciclo de Crédito/Mantenimiento Producto Activo,
CERTI - A 18 - THE COLLECTORS: Modificación en tablas intermedias para la replicación en base de datos - fase 1,17/08/2023,T,T,F,T,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Actívate 18/The Collectors,
CERTI - A18 - THE COLLECTORS: Mensaje para cliente con una tarjeta de crédito cedida/vendida.,17/08/2023,F,F,F,T,T,F,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,3,T,T,T,F,Satisfactorio,Actívate 18/The Collectors,
CERTI - ACELERADORA - CANAL PERSONAS: ACTUALIZACION DE DATOS INCORPORACION DE TOKEN,18/08/2023,T,T,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,20,T,T,T,F,Satisfactorio,Aceleradora/PFM,
CERTI - ACELERADORA - CANAL PERSONAS: Cambio de texto ultima sesión SVP,18/08/2023,T,T,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,4,T,T,T,F,Satisfactorio,Aceleradora/PFM,
CERTI - ACELERADORA - CANAL PERSONAS: INCORPORACION DE DUMMYS,18/08/2023,T,T,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,25,T,T,T,F,Satisfactorio,Aceleradora/PFM,
CERTI - ACELERADORA - CANAL PERSONAS: Forzar cambio de contraseña de usuario de la banca personas en MAC,18/08/2023,T,F,F,T,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,20,T,T,T,F,Satisfactorio,Aceleradora/PFM,
CERTI - DEPOSITOS - TRANSACCIONAL - SEGUROS- ANDROMEDA/DEPOSITO: Cambio de imagen de marca para estados de cuenta,18/08/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,1,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - TRANSACCIONAL - NEW CORE:  SICESA,21/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,4,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CERTI - A18 - Oracle CX | User Story 202694 Consulta general de oportunidades,22/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,11,T,T,T,F,Satisfactorio,Actívate 18/Oracle CX,
CERTI - A18 - GENESIS: CC_CUN Orquestador (resguardo de campos).,22/08/2023,T,F,F,T,F,T,T,T,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,3,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - DEPOSITOS - TRANSACCIONAL - SEGUROS | ANDROMEDA DEPOSITOS. Replicar cambios realizados en la apertura en una actualizacion -Plazo fijo,22/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - CICLO DE CREDITO - MANTENIMIENTO PA: Revisar Cambio de variable de validación para categoría SIB,22/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,8,T,T,T,F,Satisfactorio,Ciclo de Crédito/Mantenimiento Producto Activo,
CERTI - CICLO CRÉDITO - PA: 654508 Requerimiento cambio de tasas colaboradores BTB,22/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,6,T,T,T,F,Satisfactorio,Ciclo de Crédito/Mantenimiento Producto Activo,
CERTI - EVOLUCION INTERNA - SPARTANS/LA CUADRA: Mejoras en algoritmo creación de usuario en Directorio Activo,22/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - A18  - THE COLLECTORS: HU1 - Modificaciones en el módulo de mantenimiento de entidad compradora,22/08/2023,T,F,F,T,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Actívate 18/The Collectors,
CERTI - A18 - THE COLLECTORS: HU5 - Crear reporte sobre créditos vendidos en Cartera,22/08/2023,T,F,F,T,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Actívate 18/The Collectors,
"CERTI - A18 - THE COLLECTORS: HU3 - Modificar reporte balance de reserva (TC),  ",22/08/2023,F,F,F,T,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Actívate 18/The Collectors,
"CERTI - A18- GENESIS: Control de cambio Crear, eliminar y actualizar ingresos",25/08/2023,T,F,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,12,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - A18 - GÉNESIS: Control de cambios MAC 2,25/08/2023,T,F,T,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,3,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - CICLO DE CREDITO - CLIENTE MAS ORIGINACION: Cancelación de todos los créditos y tarjetas de crédito consolidados a través de una reestructura.,25/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,F,F,F,F,Satisfactorio,Ciclo de Crédito/Cliente mas Originación,
CERTI - CANALES - MEDIOS DE PAGO - MERCADEO / MERCADEO: Logos desde Contentful,25/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI - CANALES - MEDIOS DE PAGO - MERCADEO / MERCADEO: Agregar campos en formularios,25/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI - BEG18 - TRANSACCCIONAL: Pruebas QA Transacciones Divisas.,25/08/2023,T,F,F,T,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,22,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - BEG18 - TRANSACCCIONAL: Trazabilidad Transferencias Internacionales,28/08/2023,T,F,F,T,F,T,T,F,F,F,F,F,Manual,F,T,F,F,F,Desarrollo,Evolutivo,20,F,F,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - CICLO DE CREDITO - PRE APROBADO. Creación de proceso para recuperar clientes nómina,29/08/2023,F,F,F,F,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Otro,
CERTI - A18- ESCUADRÓN 18: Viajero Frecuente ,30/08/2023,F,F,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,12,T,T,T,F,Satisfactorio,Actívate 18/Escuadrón 18,
CERTI - TRANSACCIONAL - NEW CORE: Agregar la forma de pago por medio de TC para los servicios de Tigo ,30/08/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Express,12,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CERTI - A18 - GÉNESIS: HU_Consulta_TransUnion_Estimador de Ingresos.,30/08/2023,F,F,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,8,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
 CERTI - BEG 18 - TRANSACCIONAL:  Cambios a causas pagina web,30/08/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,9,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - A18 - GENESIS: Control de cambios archivo S3 Ingesta Bitácora de originación ,30/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,11,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - A18 - GENESIS: Control de cambios archivo S3 Ingesta Bitácora de originación,30/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,11,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - ACELERADORA - CANAL PERSONAS: QA - Smoke Test | Trazabilidad - Divisas,31/08/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,9,T,T,T,F,Satisfactorio,Aceleradora/Canal Personas,
CERTI - A18 - GÉNESIS: CC_Calculo de Variables (resguardo de campos),31/08/2023,T,F,F,T,F,T,T,T,F,F,F,F,Manual,F,F,F,F,T,QA,Evolutivo,10,T,T,T,F,Satisfactorio,Actívate 18/Oracle CX,
CERTI  TRANSACCIONAL - LA ACADEMIA: Modificación reporte Historial Envío de Divisas,31/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,F,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
CERTI - A18 - GENESIS: Almacenamiento nuevos campos TU.,31/08/2023,F,F,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,8,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - CANALES - MEDIOS DE PAGO - MERCADEO/ QUE EXPLOTA: Crear lista desplegable de todas las tc que el cliente posee en la pantalla de oferta del BPO,31/08/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - ACELERADORA - CANAL PERSONAS: Solicitud de productos- Fase 2,01/09/2023,F,F,T,T,T,T,F,F,F,F,F,F,Manual,F,T,F,F,T,QA,Express,72,T,T,T,F,Satisfactorio,Aceleradora/Canal Personas,
"CERTI - CANALES - MEDIOS DE PAGO - MERCADEO / MEDIOS DE PAGO: TD--Administración del ABC (altas, bajas y cambios) de usuarios de la aplicación identificada como SOX",01/09/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,3,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - TRANSACCIONAL - LA ACADEMIA: Pago de remesas en agencia virtual ,04/09/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,F,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
CERTI - TRANSACCIONAL - NEW CORE: EF COMCEL,04/09/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,T,F,F,F,QA,Evolutivo,4,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Req Client - New Core,
CERTI - PTD - CANAL EMPRESAS: Módulo de LZ gestión de entitlement en SVE,05/09/2023,T,T,F,F,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,42,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Descarga Movimientos MT940 SVE,05/09/2023,F,F,F,T,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,0,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Descarga DC38 SVE,05/09/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,367,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Extracción transacciones programadas MAC,05/09/2023,F,T,T,T,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,0,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Corrección de SP para ACH masivo tipo agrupado SVE,05/09/2023,F,T,T,F,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Fuego,21,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - CANALES - MEDIOS DE PAGO - MERCADEO / MERCADEO: Nueva parametrización de premios y cupones Efecto Bam CF.,05/09/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,11,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Mercadeo,
CERTI - CANALES - MEDIOS DE PAGO - MERCADEO: impresión de formulario ANEXO TD por tarjetas aprobadas.,05/09/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - PREAPROBADOS - 9NA: Corrección de Lógica en Pantalla de Aprobación de Tickets ,05/09/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Express,5,T,T,T,T,,Otro,
CERTI - EVOLUCION INTERNA - SPARTANS/LA CUADRA: Monitor de servicios - Log pantalla SOX,06/09/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - EVOLUCION INTERNA - SPATANS/LA CUADRA: Adición de pantalla seguimiento de créditos en modulo jurídico,06/09/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,12,T,T,T,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - EVOLUCION INTERNA - SPATANS/LA CUADRA: Barridas Masivas,06/09/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,12,T,T,T,F,Satisfactorio,Evolución Interna/Administración + Talento Humano,
CERTI - TRANSACCIONAL - ANDROMEDA: Cambio autorizante sobregiro,06/09/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,4,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Depósitos,
CERTI - TRANSACCIONAL - SEGUROS / SEGUROS: Mejoras al proceso de emisión para pólizas de AUTO,06/09/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,6,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Seguros,
CERTI - A18 - GENESIS: Control de cambios api actualización de clientes (PEP y CPE),06/09/2023,T,T,F,T,T,T,T,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,15,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - A18 - Oracle CX: Etapa de la oportunidad – Vencida,07/09/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,20,T,T,T,T,,Actívate 18/Oracle CX,
CERTI - A18 - GENESIS: Mantenimiento API Ecosistema de Riesgos,07/09/2023,F,F,T,F,F,F,T,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,15,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - A18 - ORACLE CX: Consulta detalle y descarga de documentos. Saludos cordiales,07/09/2023,T,T,T,T,T,T,T,T,T,T,T,T,Manual,T,T,T,T,T,QA,Evolutivo,20,T,T,T,T,,Actívate 18/Oracle CX,
CERTI - A18 - GENESIS: Suma de Comisiones CUN,08/09/2023,F,F,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,15,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - CANALES - MEDIOS DE PAGO - MERCADEO / QUE EXPLOTA: Proyecto VCAS,08/09/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Canales - Medios de Pago - Mercadeo/Qué Explota,
CERTI - EVOLUCION INTERNA - GUERROS Z: Revisar el procesamiento nocturno donde las agencias están involucradas y comprobar el proceso para el cierre efectivo de estas agencias,08/09/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Evolución Interna/Finanzas + Contabilidad,
CERTI - A18 - GENESIS:  Control de cambios Api consulta y actualización de cliente,08/09/2023,T,T,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,12,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - A18 - GENESIS: Control de cambios Orquestador de TC,08/09/2023,T,T,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,5,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - A18 - GENESIS: Control de cambios en MAC 4,08/09/2023,T,T,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,3,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
 CERTI - A18 - GENESIS: Modificar el nombre de MILEAGE PLUS en MAC,08/09/2023,T,T,F,T,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,1,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - A18 - GENESIS: Control de cambios MAC 5,08/09/2023,T,T,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,1,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - BEG18 - TRANSACCCIONAL: Pruebas QA Cash Car,08/09/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,12,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - BEG18 - TRANSACCCIONAL: Pruebas QA Cash box,08/09/2023,F,F,F,T,F,F,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Evolutivo,12,T,T,T,F,Satisfactorio,Beg 18/Negocio Transaccional2,
CERTI - A18 - GENESIS: Control de cambios orquestador de TC (Actas y Resoluciones),11/09/2023,F,F,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,9,T,T,T,F,Satisfactorio,Actívate 18/Genesis,
CERTI - A18 - THE COLLECTORS: Creación de nuevo reporte E83-CC4,11/09/2023,T,T,F,T,F,T,T,F,F,F,F,F,Manual,F,F,F,F,F,Desarrollo,Express,2,T,T,T,F,Satisfactorio,Actívate 18/The Collectors,
CERTI - ACELERADORA - PASIVAS:  Copiar número de cuenta en favoritos y transferencias App,12/09/2023,T,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,7,F,T,T,F,Satisfactorio,Aceleradora/Canal Personas,
CERTI - ACELERADORA - PASIVAS: Copiar número de cuenta en favoritos y transferencias Web,12/09/2023,T,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,17,T,T,T,F,Satisfactorio,Aceleradora/Canal Personas,
CERTI - TRANSACCIONAL -  LA ACADEMIA: Cambios en el reporte de Cash Car,12/09/2023,F,F,F,T,F,F,F,F,F,F,F,F,Manual,F,F,F,F,T,Desarrollo,Express,1,T,F,T,F,Satisfactorio,Depósito Transaccional y Seguros/La Academia,
CERTI - TRANSACCIONAL - SEGUROS: Modificación de Documentos Salario Asegurado y Migrante Bam,13/09/2023,F,F,F,T,F,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Express,4,T,T,T,F,Satisfactorio,Depósito Transaccional y Seguros/Andrómeda Seguros,
CERTI - A18 - ALPHA: Plantilla de documentos,13/09/2023,F,F,F,T,F,T,F,T,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,35,T,T,T,F,Satisfactorio,Actívate 18/Alpha,
"CERTI - PTD - CANAL EMPRESAS: Consulta, detalle y ejecución forzada de masivos SVE",13/09/2023,F,F,T,T,T,T,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,0,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
CERTI - PTD - CANAL EMPRESAS: Administración de Límites TDD empresariales SVE,13/09/2023,F,F,F,T,T,F,F,F,F,F,F,F,Manual,F,F,F,F,F,QA,Evolutivo,48,T,T,T,F,Satisfactorio,Canal Empresas/Etapa 3,
